,gene_id,gene_name,gene_ontology
692,b4322,uxuA,mannonate dehydratase activity
693,b4322,uxuA,mannonate dehydratase activity
694,b4322,uxuA,mannonate dehydratase activity
695,b4322,uxuA,mannonate dehydratase activity
696,b4322,uxuA,mannonate dehydratase activity
697,b4322,uxuA,mannonate dehydratase activity
698,b4322,uxuA,manganese ion binding
699,b4322,uxuA,D-glucuronate catabolic process
700,b4322,uxuA,ferrous iron binding
701,b4322,uxuA,mannonate dehydratase activity
702,b0182,lpxB,extrinsic component of plasma membrane
703,b0182,lpxB,phospholipid binding
704,b0182,lpxB,lipid-A-disaccharide synthase activity
705,b0182,lpxB,lipid A biosynthetic process
706,b0182,lpxB,lipid A biosynthetic process
707,b0182,lpxB,identical protein binding
708,b0182,lpxB,"transferase activity, transferring glycosyl groups"
709,b0182,lpxB,transferase activity
710,b0182,lpxB,lipid metabolic process
711,b0182,lpxB,protein binding
712,b0182,lpxB,protein binding
713,b0182,lpxB,lipid-A-disaccharide synthase activity
714,b0182,lpxB,lipid-A-disaccharide synthase activity
715,b0182,lpxB,lipid-A-disaccharide synthase activity
716,b0182,lpxB,lipid-A-disaccharide synthase activity
717,b0182,lpxB,lipid-A-disaccharide synthase activity
718,b0182,lpxB,lipid A biosynthetic process
719,b0182,lpxB,lipid A biosynthetic process
720,b0182,lpxB,lipid A biosynthetic process
721,b0182,lpxB,lipid A biosynthetic process
722,b0182,lpxB,cytoplasm
723,b0182,lpxB,phospholipid binding
724,b0182,lpxB,lipid A biosynthetic process
725,b0852,rimK,ligase activity
726,b0852,rimK,cellular protein modification process
727,b0852,rimK,ribosomal S6-glutamic acid ligase activity
728,b0852,rimK,ribosomal S6-glutamic acid ligase activity
729,b0852,rimK,SOS response
730,b0852,rimK,identical protein binding
731,b0852,rimK,C-terminal protein amino acid modification
732,b0852,rimK,C-terminal protein amino acid modification
733,b0852,rimK,metal ion binding
734,b0852,rimK,metal ion binding
735,b0852,rimK,translation
736,b0852,rimK,ATP binding
737,b0852,rimK,ATP binding
738,b0852,rimK,ATP binding
739,b0852,rimK,nucleotide binding
740,b0852,rimK,SOS response
741,b0852,rimK,C-terminal protein amino acid modification
742,b0852,rimK,"ligase activity, forming carbon-nitrogen bonds"
743,b0852,rimK,cytoplasm
744,b0852,rimK,ribosomal S6-glutamic acid ligase activity
745,b3611,yibN,integral component of plasma membrane
746,b3611,yibN,cytosol
747,b3611,yibN,cytosol
748,b1010,rutC,oxidation-reduction process
749,b1010,rutC,oxidoreductase activity
750,b1010,rutC,oxidoreductase activity
751,b1010,rutC,uracil catabolic process
752,b1010,rutC,uracil catabolic process
753,b1010,rutC,pyrimidine nucleobase catabolic process
754,b1010,rutC,nitrogen utilization
755,b1010,rutC,nitrogen utilization
756,b1010,rutC,organonitrogen compound catabolic process
757,b1010,rutC,cytosol
758,b1010,rutC,deaminase activity
759,b3650,spoT,hydrolase activity
760,b3650,spoT,protein binding
761,b3650,spoT,protein binding
762,b3650,spoT,protein binding
763,b3650,spoT,guanosine tetraphosphate biosynthetic process
764,b3650,spoT,cytosol
765,b3650,spoT,phosphorylation
766,b3650,spoT,transferase activity
767,b3650,spoT,kinase activity
768,b3650,spoT,guanosine tetraphosphate metabolic process
769,b3650,spoT,guanosine tetraphosphate metabolic process
770,b3650,spoT,GTP diphosphokinase activity
771,b3650,spoT,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity"
772,b3650,spoT,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity"
773,b3650,spoT,response to starvation
774,b3650,spoT,nucleobase-containing small molecule interconversion
775,b3650,spoT,cytoplasm
776,b3650,spoT,cytoplasm
777,b3650,spoT,response to starvation
778,b3650,spoT,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity"
779,b3650,spoT,GTP diphosphokinase activity
780,b3650,spoT,guanosine tetraphosphate metabolic process
781,b1599,mdtI,integral component of plasma membrane
782,b1599,mdtI,xenobiotic detoxification by transmembrane export across the plasma membrane
783,b1599,mdtI,spermidine transport
784,b1599,mdtI,spermidine transport
785,b1599,mdtI,spermidine transmembrane transport
786,b1599,mdtI,integral component of membrane
787,b1599,mdtI,integral component of membrane
788,b1599,mdtI,membrane
789,b1599,mdtI,plasma membrane
790,b1599,mdtI,plasma membrane
791,b1599,mdtI,plasma membrane
792,b1599,mdtI,plasma membrane
793,b1599,mdtI,plasma membrane
794,b1599,mdtI,integral component of plasma membrane
795,b1599,mdtI,integral component of plasma membrane
796,b1599,mdtI,integral component of plasma membrane
797,b1599,mdtI,integral component of plasma membrane
798,b1599,mdtI,spermidine transmembrane transporter activity
799,b1599,mdtI,spermidine transmembrane transporter activity
800,b1599,mdtI,spermidine transmembrane transporter activity
801,b1599,mdtI,choline transport
802,b1599,mdtI,transmembrane transporter activity
803,b1599,mdtI,spermidine transmembrane transport
804,b1599,mdtI,integral component of plasma membrane
805,b1599,mdtI,glycine betaine transport
806,b1599,mdtI,choline transmembrane transporter activity
807,b1599,mdtI,antiporter activity
808,b1599,mdtI,spermidine transmembrane transporter activity
809,b1599,mdtI,transmembrane transport
810,b1599,mdtI,amino-acid betaine transmembrane transporter activity
811,b0793,ybhS,xenobiotic detoxification by transmembrane export across the plasma membrane
812,b0793,ybhS,transmembrane transport
813,b0793,ybhS,ATP-binding cassette (ABC) transporter complex
814,b0793,ybhS,efflux transmembrane transporter activity
815,b0793,ybhS,integral component of plasma membrane
816,b0793,ybhS,plasma membrane
817,b0793,ybhS,plasma membrane
818,b0793,ybhS,plasma membrane
819,b0793,ybhS,integral component of membrane
820,b0793,ybhS,integral component of membrane
821,b0793,ybhS,membrane
822,b0793,ybhS,xenobiotic detoxification by transmembrane export across the plasma membrane
823,b0793,ybhS,transmembrane transporter activity
824,b0793,ybhS,transmembrane transport
825,b0793,ybhS,efflux transmembrane transporter activity
826,b0793,ybhS,plasma membrane
827,b2784,relA,transferase activity
828,b2784,relA,guanosine tetraphosphate biosynthetic process
829,b2784,relA,phosphorylation
830,b2784,relA,GTP binding
831,b2784,relA,ATP binding
832,b2784,relA,nucleotide binding
833,b2784,relA,kinase activity
834,b2784,relA,guanosine tetraphosphate metabolic process
835,b2784,relA,guanosine tetraphosphate metabolic process
836,b2784,relA,GTP diphosphokinase activity
837,b2784,relA,GTP diphosphokinase activity
838,b2784,relA,nucleobase-containing small molecule interconversion
839,b2784,relA,"guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity"
840,b2784,relA,guanosine tetraphosphate metabolic process
841,b2784,relA,GTP diphosphokinase activity
842,b2784,relA,response to starvation
843,b2163,yeiL,"4 iron, 4 sulfur cluster binding"
844,b2163,yeiL,iron-sulfur cluster binding
845,b2163,yeiL,metal ion binding
846,b2163,yeiL,"regulation of transcription, DNA-templated"
847,b2163,yeiL,cytoplasm
848,b2163,yeiL,cytoplasm
849,b2163,yeiL,DNA binding
850,b2163,yeiL,DNA binding
851,b2163,yeiL,"transcription, DNA-templated"
852,b2163,yeiL,"transcription, DNA-templated"
853,b2163,yeiL,"transcription, DNA-templated"
854,b2163,yeiL,DNA-binding transcription factor activity
855,b2163,yeiL,cytosol
856,b1334,fnr,"positive regulation of transcription, DNA-templated"
857,b1334,fnr,"positive regulation of transcription, DNA-templated"
858,b1334,fnr,"positive regulation of transcription, DNA-templated"
859,b1334,fnr,"positive regulation of transcription, DNA-templated"
860,b1334,fnr,protein-DNA complex
861,b1334,fnr,protein-DNA complex
862,b1334,fnr,protein-DNA complex
863,b1334,fnr,protein-DNA complex
864,b1334,fnr,protein-DNA complex
865,b1334,fnr,DNA-binding transcription activator activity
866,b1334,fnr,DNA-binding transcription activator activity
867,b1334,fnr,DNA-binding transcription activator activity
868,b1334,fnr,DNA-binding transcription activator activity
869,b1334,fnr,DNA-binding transcription activator activity
870,b1334,fnr,transcription regulatory region sequence-specific DNA binding
871,b1334,fnr,transcription regulatory region sequence-specific DNA binding
872,b1334,fnr,transcription regulatory region sequence-specific DNA binding
873,b1334,fnr,transcription regulatory region sequence-specific DNA binding
874,b1334,fnr,transcription regulatory region sequence-specific DNA binding
875,b1334,fnr,cytosol
876,b1334,fnr,response to nitric oxide
877,b1334,fnr,"4 iron, 4 sulfur cluster binding"
878,b1334,fnr,"4 iron, 4 sulfur cluster binding"
879,b1334,fnr,iron-sulfur cluster binding
880,b1334,fnr,iron-sulfur cluster binding
881,b1334,fnr,metal ion binding
882,b1334,fnr,"regulation of transcription, DNA-templated"
883,b1334,fnr,"regulation of transcription, DNA-templated"
884,b1334,fnr,DNA-binding transcription factor activity
885,b1334,fnr,DNA-binding transcription factor activity
886,b1334,fnr,DNA binding
887,b1334,fnr,DNA binding
888,b1334,fnr,DNA binding
889,b1334,fnr,anaerobic respiration
890,b1334,fnr,cytoplasm
891,b1334,fnr,cytoplasm
892,b1334,fnr,DNA-binding transcription factor activity
893,b1334,fnr,cytosol
894,b4062,soxS,bacterial-type cis-regulatory region sequence-specific DNA binding
895,b4062,soxS,DNA binding
896,b4062,soxS,DNA binding
897,b4062,soxS,sequence-specific DNA binding
898,b4062,soxS,DNA-binding transcription factor activity
899,b4062,soxS,bacterial-type RNA polymerase holo enzyme binding
900,b4062,soxS,"regulation of transcription, DNA-templated"
901,b4062,soxS,"regulation of transcription, DNA-templated"
902,b4062,soxS,cytoplasm
903,b4062,soxS,cytoplasm
904,b0064,araC,arabinose catabolic process
905,b0064,araC,identical protein binding
906,b0064,araC,identical protein binding
907,b0064,araC,"negative regulation of transcription, DNA-templated"
908,b0064,araC,protein binding
909,b0064,araC,carbohydrate metabolic process
910,b0064,araC,sequence-specific DNA binding
911,b0064,araC,DNA-binding transcription factor activity
912,b0064,araC,cytosol
913,b0064,araC,arabinose catabolic process
914,b0064,araC,"regulation of transcription, DNA-templated"
915,b0064,araC,DNA binding
916,b0064,araC,DNA binding
917,b0064,araC,cytoplasm
918,b0064,araC,cytoplasm
919,b0849,grxA,nucleotide binding
920,b0849,grxA,electron transport chain
921,b0849,grxA,oxidation-reduction process
922,b0849,grxA,cell redox homeostasis
923,b0849,grxA,protein disulfide oxidoreductase activity
924,b0849,grxA,electron transfer activity
925,b0849,grxA,deoxyribonucleotide biosynthetic process
926,b1855,lpxM,myristoyltransferase activity
927,b1855,lpxM,integral component of plasma membrane
928,b1855,lpxM,integral component of plasma membrane
929,b1855,lpxM,"transferase activity, transferring acyl groups other than amino-acyl groups"
930,b1855,lpxM,"transferase activity, transferring acyl groups other than amino-acyl groups"
931,b1855,lpxM,Gram-negative-bacterium-type cell wall
932,b1855,lpxM,Kdo2-lipid A biosynthetic process
933,b1855,lpxM,Kdo2-lipid A biosynthetic process
934,b1855,lpxM,Kdo2-lipid A biosynthetic process
935,b1855,lpxM,plasma membrane
936,b1855,lpxM,plasma membrane
937,b1855,lpxM,plasma membrane
938,b1855,lpxM,transferase activity
939,b1855,lpxM,transferase activity
940,b1855,lpxM,integral component of membrane
941,b1855,lpxM,integral component of membrane
942,b1855,lpxM,membrane
943,b1855,lpxM,lipopolysaccharide biosynthetic process
944,b1855,lpxM,lipopolysaccharide biosynthetic process
945,b1855,lpxM,lipopolysaccharide biosynthetic process
946,b1855,lpxM,"transferase activity, transferring acyl groups"
947,b4352,yjiA,cellular response to DNA damage stimulus
948,b4352,yjiA,metal ion binding
949,b4352,yjiA,hydrolase activity
950,b4352,yjiA,cytosol
951,b4352,yjiA,metabolic process
952,b4352,yjiA,identical protein binding
953,b4352,yjiA,transition metal ion binding
954,b4352,yjiA,GTP binding
955,b4352,yjiA,nucleotide binding
956,b4352,yjiA,GTPase activity
957,b4352,yjiA,cytoplasm
958,b4352,yjiA,cytosol
959,b4351,mrr,nucleic acid phosphodiester bond hydrolysis
960,b4351,mrr,bacterial nucleoid
961,b4351,mrr,response to hydrostatic pressure
962,b4351,mrr,type IV site-specific deoxyribonuclease activity
963,b4351,mrr,restriction endodeoxyribonuclease activity
964,b4351,mrr,DNA binding
965,b4351,mrr,endonuclease activity
966,b4351,mrr,DNA restriction-modification system
967,b4351,mrr,DNA restriction-modification system
968,b4351,mrr,restriction endodeoxyribonuclease activity
969,b4351,mrr,bacterial nucleoid
970,b1159,mcrA,methyl-CpG binding
971,b1159,mcrA,nucleic acid phosphodiester bond hydrolysis
972,b1159,mcrA,nucleic acid phosphodiester bond hydrolysis
973,b1159,mcrA,nucleic acid binding
974,b1159,mcrA,hydrolase activity
975,b1159,mcrA,DNA restriction-modification system
976,b1159,mcrA,endonuclease activity
977,b1159,mcrA,endonuclease activity
978,b1159,mcrA,nuclease activity
979,b2328,mepA,metalloendopeptidase activity
980,b2328,mepA,hydrolase activity
981,b2328,mepA,outer membrane-bounded periplasmic space
982,b2328,mepA,serine-type endopeptidase activity
983,b2328,mepA,endopeptidase activity
984,b2328,mepA,endopeptidase activity
985,b2328,mepA,metal ion binding
986,b2328,mepA,periplasmic space
987,b2328,mepA,periplasmic space
988,b2328,mepA,periplasmic space
989,b2328,mepA,metallopeptidase activity
990,b2328,mepA,peptidase activity
991,b2328,mepA,peptidase activity
992,b2328,mepA,peptidase activity
993,b2328,mepA,proteolysis
994,b2328,mepA,proteolysis
995,b2328,mepA,peptidoglycan metabolic process
996,b2328,mepA,peptidoglycan metabolic process
997,b2328,mepA,peptidoglycan metabolic process
998,b2328,mepA,peptidoglycan metabolic process
999,b2328,mepA,peptidoglycan metabolic process
1000,b2328,mepA,response to drug
1001,b2328,mepA,peptidoglycan biosynthetic process
1002,b0792,ybhR,cellular response to DNA damage stimulus
1003,b0792,ybhR,xenobiotic detoxification by transmembrane export across the plasma membrane
1004,b0792,ybhR,transmembrane transport
1005,b0792,ybhR,ATP-binding cassette (ABC) transporter complex
1006,b0792,ybhR,efflux transmembrane transporter activity
1007,b0792,ybhR,integral component of plasma membrane
1008,b0792,ybhR,plasma membrane
1009,b0792,ybhR,plasma membrane
1010,b0792,ybhR,plasma membrane
1011,b0792,ybhR,integral component of membrane
1012,b0792,ybhR,integral component of membrane
1013,b0792,ybhR,membrane
1014,b0792,ybhR,transmembrane transport
1015,b0792,ybhR,xenobiotic detoxification by transmembrane export across the plasma membrane
1016,b0792,ybhR,transmembrane transporter activity
1017,b0792,ybhR,efflux transmembrane transporter activity
1018,b0792,ybhR,plasma membrane
1019,b0523,purE,isomerase activity
1020,b0523,purE,'de novo' IMP biosynthetic process
1021,b0523,purE,'de novo' IMP biosynthetic process
1022,b0523,purE,'de novo' IMP biosynthetic process
1023,b0523,purE,identical protein binding
1024,b0523,purE,identical protein binding
1025,b0523,purE,5-(carboxyamino)imidazole ribonucleotide mutase activity
1026,b0523,purE,5-(carboxyamino)imidazole ribonucleotide mutase activity
1027,b0523,purE,5-(carboxyamino)imidazole ribonucleotide mutase activity
1028,b0523,purE,cytosol
1029,b0523,purE,cytosol
1030,b0523,purE,purine nucleotide biosynthetic process
1031,b0710,ybgI,cell pole
1032,b0710,ybgI,protein hexamerization
1033,b0710,ybgI,cellular response to DNA damage stimulus
1034,b0710,ybgI,DNA repair
1035,b0710,ybgI,identical protein binding
1036,b0710,ybgI,response to ionizing radiation
1037,b0710,ybgI,cytosol
1038,b0710,ybgI,cytosol
1039,b0710,ybgI,metal ion binding
1040,b0710,ybgI,metal ion binding
1041,b0710,ybgI,cytoplasm
1042,b0493,ybbO,alcohol dehydrogenase (NADP+) activity
1043,b0493,ybbO,alcohol dehydrogenase (NADP+) activity
